url,ref_url,name,desc
https://www.facebook.com/tyccounciallor,http://www.google.com/search?q=%E7%8E%8B%E4%BF%A1%E6%B6%B5+%E6%A1%83%E5%9C%92%E5%B8%82+facebook,無限期支持王信涵選桃園市議員| Facebook,
https://www.facebook.com/tyccounciallor?hc_location=timeline,http://www.google.com/search?q=%E7%8E%8B%E4%BF%A1%E6%B6%B5+%E6%A1%83%E5%9C%92%E5%B8%82+facebook,無限期支持王信涵選桃園市議員| Facebook,
https://www.facebook.com/tyccounciallor/photos/a.706679352702343.1073741825.706438332726445/711035422266736/?type=1&source=11,http://www.google.com/search?q=%E7%8E%8B%E4%BF%A1%E6%B6%B5+%E6%A1%83%E5%9C%92%E5%B8%82+facebook,無限期支持王信涵選桃園市議員- Profile Pictures | Facebook,
https://www.facebook.com/tyccounciallor/timeline?ref=page_internal,http://www.google.com/search?q=%E7%8E%8B%E4%BF%A1%E6%B6%B5+%E6%A1%83%E5%9C%92%E5%B8%82+facebook,無限期支持王信涵選桃園市議員- Timeline | Facebook,
https://www.facebook.com/tyccounciallor?fref=ts,http://www.google.com/search?q=%E7%8E%8B%E4%BF%A1%E6%B6%B5+%E6%A1%83%E5%9C%92%E5%B8%82+facebook,無限期支持王信涵選桃園市議員| Facebook,
https://www.facebook.com/tyccounciallor/posts/729205093783102,http://www.google.com/search?q=%E7%8E%8B%E4%BF%A1%E6%B6%B5+%E6%A1%83%E5%9C%92%E5%B8%82+facebook,無限期支持王信涵選桃園市議員- 強國籠中鳥。 | Facebook,
https://www.facebook.com/tyccounciallor/posts/729043200465958,http://www.google.com/search?q=%E7%8E%8B%E4%BF%A1%E6%B6%B5+%E6%A1%83%E5%9C%92%E5%B8%82+facebook,無限期支持王信涵選桃園市議員- 國民黨就是無恥。 | Facebook,
https://www.facebook.com/tyccounciallor/info,http://www.google.com/search?q=%E7%8E%8B%E4%BF%A1%E6%B6%B5+%E6%A1%83%E5%9C%92%E5%B8%82+facebook,無限期支持王信涵選桃園市議員- About | Facebook,
https://www.facebook.com/tyccounciallor/posts/728669967169948,http://www.google.com/search?q=%E7%8E%8B%E4%BF%A1%E6%B6%B5+%E6%A1%83%E5%9C%92%E5%B8%82+facebook,無限期支持王信涵選桃園市議員- 說的好。 | Facebook,
https://www.facebook.com/tyccounciallor/posts/728986833804928,http://www.google.com/search?q=%E7%8E%8B%E4%BF%A1%E6%B6%B5+%E6%A1%83%E5%9C%92%E5%B8%82+facebook,無限期支持王信涵選桃園市議員- 台灣正在進行式。 | Facebook,
